theta_base_deg,total_thickness_m,aspect_ratio,a_m,D11_Nm,D12_Nm,D22_Nm,D66_Nm,critical_load_clean_N_per_m,critical_load_N_per_m
6.417059600004245,0.016483985124826753,3.235552130376313,1.6177760651881565,49370.702529964736,1674.5923816348798,9157.748957859454,4984.675976922914,4890369.037985807,4890369.037985807
39.70672039372371,0.017048358714740426,2.829669721943941,1.4148348609719705,22146.62346955498,14042.71236213293,18221.316150999246,54275.04191556058,15548579.826409178,15548579.826409178
24.218313932540532,0.018930875120602993,3.910530804792709,1.9552654023963545,54555.41789854115,11829.18063320345,15512.018490865903,44720.99805776003,17501712.51259677,17501712.51259677
13.088109510298125,0.019762349276478033,3.901617950774495,1.9508089753872475,78969.2595670321,5893.704611723586,15869.249714258614,20621.826706517626,13463480.342082314,13463480.342082314
9.299840394515925,0.01976185554211613,2.7882626521980005,1.3941313260990003,82895.4027325253,3970.2515791826227,15782.021119943745,12928.235899797664,7619805.453099592,7619805.453099592
9.199848593177485,0.015656680753648712,1.6125588663796875,0.8062794331898437,41267.25916117262,1952.7642307852725,7847.998421208281,6342.652754138671,2587950.887653425,2587950.887653425
42.78719434374585,0.0021056858359534453,3.2767617116473473,1.6383808558236737,35.88708387144371,27.156023931086207,38.7824803785391,105.05196579037627,35304.60986853466,35304.60986853466
27.800568315765048,0.006089397101642326,3.4092525622888856,1.7046262811444428,1627.3781901986408,467.00347129048396,558.0069233546698,1781.6227046127904,579789.0221765785,579789.0221765785
35.459104260920306,0.009334553241500912,2.5205337942207997,1.2602668971103999,4397.305976231342,2145.4938551047285,2548.119084913011,8270.784346329392,2141890.0499920263,2141890.0499920263
12.28130380520204,0.005848963563317823,1.5100313130481435,0.7550156565240718,2071.4821591043856,141.08972747158833,410.6297755007049,487.80219876205206,160999.75021291277,160999.75021291277
41.73870959919545,0.016863166760104218,2.320967712500386,1.160483856250193,19425.101189585275,13858.295373630743,19105.042894562925,53598.486295387236,13763491.665791431,13763491.665791431
18.227238632515157,0.010530768179878297,1.2854596865470354,0.6427298432735177,10889.798966609698,1388.2772361375723,2467.095940319294,5106.295041995643,1337080.5585858556,1337080.5585858556
19.305702604749797,0.009486580214959826,2.6695050204624042,1.3347525102312021,7776.448916229921,1098.206028378399,1821.5463775982194,4066.1794479638374,1284358.326784321,1284358.326784321
33.38650070151429,0.010964340835680828,2.5018967301091917,1.2509483650545958,7758.1133976222645,3304.8381852069615,3841.56913046689,12715.04677864807,3267057.499881968,3267057.499881968
31.099183106367423,0.007753510584355957,3.241891294660568,1.620945647330284,2994.719271911167,1091.1356020252356,1262.3624073984065,4186.205319477523,1282230.8717344129,1282230.8717344129
42.22365619824375,0.015614607640044983,1.2120597266504296,0.6060298633252148,15054.285624789864,11038.52597797969,15463.158800581996,42697.505782858425,8915458.063707998,8915458.063707998
27.09435594529246,0.009724694401154404,1.5031992634789315,0.7515996317394658,6781.328781962082,1844.8336096147154,2234.012523305578,7027.470785039655,1573161.7031238233,1573161.7031238233
23.947912912551086,0.004806007285758432,3.098668671683916,1.549334335841958,899.4777249873955,190.75709974666054,252.56657676871532,720.556684312758,228283.949272175,228283.949272175
30.36451309269889,0.007935946640079815,3.637844136020955,1.8189220680104774,3298.22782065045,1141.1211532070233,1324.2056528960102,4373.260463633105,1482372.261632805,1482372.261632805
41.15769143351805,0.012419314288904361,1.5050791185177599,0.7525395592588799,7984.572253295506,5510.280732060905,7457.918047769291,21308.231954045023,4606042.684560849,4606042.684560849
15.690589631558165,0.01527351152083826,2.7254733980375474,1.3627366990187737,34917.530634375544,3452.663713387396,7399.652836467416,12447.443449046565,4593784.066504217,4593784.066504217
16.5680073210979,0.005224034019497149,2.8458637399959423,1.4229318699979712,1374.5272592849435,148.7257878375132,297.562331423121,540.3569502178884,198913.4242266392,198913.4242266392
9.625202892880107,0.017948648443782633,3.635623642517838,1.817811821258919,61889.00395748317,3082.7245143389737,11826.332537718989,10118.609495861907,8197289.351492879,8197289.351492879
35.878352709035255,0.011790555912432938,2.4165284399395714,1.2082642199697857,8704.96427176608,4362.662530107467,5213.542435433391,16823.531975823375,4261899.743536531,4261899.743536531
9.825828475871933,0.014518602576141841,3.5414460054887726,1.7707230027443863,32683.110424667997,1667.7131284486447,6260.153596870031,5499.949370009544,4202674.695408923,4202674.695408923
44.192843333317505,0.015138095381674382,1.7711363789486807,0.8855681894743404,12407.18264189003,10138.22170046365,15241.226489084864,39225.61388669381,9038373.518403,9038373.518403
41.16964608848502,0.017774950462187973,2.337761891738098,1.168880945869049,23395.384180156805,16156.630797045931,21875.372746161138,62477.84330726131,16030497.743438695,16030497.743438695
37.04252362975694,0.015141396885596495,2.836715634182909,1.4183578170914546,17525.91669683514,9451.918899229413,11526.461017470941,36479.53408784706,10254631.495830843,10254631.495830843
33.1361076878674,0.01831768224722924,3.3638724460589184,1.6819362230294592,36536.161798369496,15305.07267860989,17763.652926622977,58868.71978014232,18567525.212138634,18567525.212138634
24.063732812231233,0.004595642476052229,2.1645435888418754,1.0822717944209377,783.9029226566527,167.83554921414228,221.2932113246954,634.2070432487577,160938.7447603237,160938.7447603237
33.57671933907312,0.007556312850643995,3.2676816432664797,1.6338408216332398,2520.2701203269567,1087.2997129439423,1265.550475174241,4184.1257500462325,1289379.1646724164,1289379.1646724164
8.013355891742787,0.005292668432470454,1.2967602707844907,0.6483801353922454,1612.8650024659569,66.12371687921552,303.08178575972204,207.7703796528947,96016.24681098574,96016.24681098574
30.005272195531017,0.013618613680717205,3.169046481337328,1.584523240668664,16883.42945800919,5693.750948164912,6622.668348449283,21808.629826936056,6585539.388698111,6585539.388698111
29.41955404494589,0.019628031474420715,1.982120577475598,0.991060288737799,51598.43030719982,16682.98099066502,19502.17167695394,63838.735281505564,14941572.350935288,14941572.350935288
19.559188555122685,0.00714516602821543,1.8661775335857402,0.9330887667928701,3303.747234453168,477.69886210589766,780.3155635238872,1771.2282071123986,462153.7353068212,462153.7353068212
23.376357263584648,0.008834114003445248,3.605216920362465,1.8026084601812324,5675.411375842178,1147.9402008841364,1553.0741292223458,4327.984657458582,1588243.9567518102,1588243.9567518102
26.73653252900662,0.004419776834998131,2.630530879158347,1.3152654395791734,643.8910887448649,170.43601870326495,207.983226908523,648.7111107988375,176387.5357770633,176387.5357770633
30.4045468541189,0.014717006814834524,2.7122221706746417,1.3561110853373208,21004.72640910597,7287.884032865013,8455.270608994831,27931.971016361473,7554482.630528542,7554482.630528542
11.843535768707927,0.007290817987089412,2.284237713036716,1.142118856518358,4036.4876296286047,261.4129886626997,794.655270944728,897.3744429877557,356578.46430513595,356578.46430513595
13.689809809721796,0.015212695582036815,2.8545328488061887,1.4272664244030944,35689.52219310322,2847.9722520420723,7251.400981219438,10044.896920819956,4316669.147707509,4316669.147707509
33.70886100351687,0.012407954647168063,2.796745709564733,1.3983728547823664,11099.926653121021,4830.997097871625,5628.582005123618,18593.106650488873,5111629.651217497,5111629.651217497
7.586072565680501,0.01198981616107201,1.3370558397548917,0.6685279198774459,18821.92833245438,732.9956398831646,3523.464766097692,2272.5291885121324,1081058.6203306902,1081058.6203306902
30.792385044449446,0.012744674512948972,3.064437780579505,1.5322188902897524,13450.44395570868,4796.411187343666,5554.579377940109,18393.630918651776,5399126.672245475,5399126.672245475
20.640322578320585,0.0036644370903356756,2.712769984647844,1.356384992323922,434.53690492832857,69.34908315364514,106.54571332376759,258.56988712908185,79592.74971095617,79592.74971095617
16.592084205116677,0.003709928759168084,1.9274330295020812,0.9637165147510406,492.0756782529811,53.373278656537934,106.591291438584,193.95677348127202,55704.70273723452,55704.70273723452
6.697041952884285,0.015332706973958984,2.985357228127533,1.4926786140637665,39648.769250977115,1389.4287592230057,7369.4192414119025,4178.591952867938,3538090.0130501227,3538090.0130501227
22.599445101502116,0.009585389793202335,1.5893692556366392,0.7946846278183196,7402.859950721249,1402.3857178217625,1959.1697096600135,5272.58480661377,1254415.4294810472,1254415.4294810472
14.830286246775804,0.016523122584124354,2.6709453371955134,1.3354726685977567,44882.05483612415,4053.352233238913,9330.667181065284,14487.480057012548,5484044.19725156,5484044.19725156
6.054711250588008,0.017888759615313478,2.303114584141248,1.151557292070624,63261.93304051788,2058.315907306207,11705.276784651709,6043.04633089357,4038800.1220628927,4038800.1220628927
34.00959868316997,0.014228115349544858,3.9739508558090746,1.9869754279045373,16534.739242654654,7341.067035344277,8574.525418006948,28262.25023204025,10429783.459466446,10429783.459466446
23.617014774219303,0.005019100574453497,1.9751141452029535,0.9875570726014767,1033.9845360640893,213.36999594760334,286.00140553604916,805.1046232153545,198494.43567378802,198494.43567378802
9.884316738050801,0.016039494549403684,1.4171685200107542,0.7085842600053771,44038.70894246169,2262.988440954323,8441.122496604596,7473.18489142669,2893736.804306534,2893736.804306534
23.87780959828259,0.006955932247792918,1.4045846264755992,0.7022923132377996,2732.4693264113075,576.1545927327235,764.7948340993817,2175.849007163743,503332.7593972938,503332.7593972938
19.09228301970634,0.01258238331952233,3.894717507533706,1.947358753766853,18230.77269532365,2523.6159293000546,4241.195697313928,9332.322840166962,4260208.195982434,4260208.195982434
42.96142988573707,0.013910605573354865,1.8522278332380546,0.9261139166190273,10255.60943644636,7835.8060585530475,11259.268068920594,30313.348963277123,7048557.235519038,7048557.235519038
23.597523251224946,0.019582885353869296,1.0962224242939678,0.5481112121469839,61446.92434575501,12659.514248900316,16981.42224872526,47764.78616211574,11366546.547318017,11366546.547318017
27.6450998387254,0.018718755945232063,2.91906431174086,1.45953215587043,47512.044936101986,13476.037154912425,16146.274851470549,51394.70486418977,14831575.412153384,14831575.412153384
37.05390442881759,0.014111491247965414,2.760267574331259,1.3801337871656294,14180.229969640115,7652.978380337832,9334.731678962773,29536.77294555086,8149775.962308761,8149775.962308761
14.409471757083685,0.004409317357984412,2.565737280177162,1.282868640088581,858.9857860231584,74.14852851990358,177.01557020708944,263.79511472213335,98666.7391702512,98666.7391702512
19.96173128568269,0.017415975060985973,3.7842137261079785,1.8921068630539892,47402.59039974474,7113.203502148392,11348.750302887865,26431.704233109835,11282166.105786748,11282166.105786748
35.636038110053256,0.004190406192164736,1.7117306092711875,0.8558653046355937,394.8375511340237,194.84280490793108,231.99570156702313,751.218854362147,166167.39588952748,166167.39588952748
23.917780763529688,0.019477716059295887,2.6146718709447665,1.3073359354723832,59926.34855290528,12677.43170827664,16803.607444250272,47882.50027530547,13443526.874189185,13443526.874189185
22.30876196410547,0.006556138700779425,1.1170274258085453,0.5585137129042727,2386.837776111772,441.0555200839141,624.1145432519714,1656.404167893016,402655.377133444,402655.377133444
18.267275783330632,0.017671477881299802,2.2085965801940888,1.1042982900970444,51415.12866152877,6579.951220166458,11661.9495202197,24208.431049187297,7004255.410151268,7004255.410151268
21.11938863690326,0.014124600632334339,2.1093072465955274,1.0546536232977637,24596.80464588536,4097.05646643722,6138.293694118278,15310.086132368007,4037584.381791959,4037584.381791959
44.39827465325404,0.01958223136153192,3.2589860264497013,1.6294930132248506,26570.75325376981,21952.05276974353,33262.12236760799,84935.22810414477,29191265.982229795,29191265.982229795
1.6081309590409942,0.00891623818205121,1.8993335973420984,0.9496667986710492,7986.852524234273,177.15866027471458,1451.295820665039,437.4335050757463,377158.3274903846,377158.3274903846
32.91243554412468,0.010346537152274281,3.753390368598668,1.876695184299334,6642.194636346369,2740.876366424282,3177.4867921499413,10539.734122593887,3666613.7419264703,3666613.7419264703
17.797940483164492,0.005655191095978439,2.9708720240829956,1.4854360120414978,1701.6438348386544,208.0820599888005,380.7471257213872,763.1310633289947,277217.0698508363,277217.0698508363
25.097567983103303,0.0053806421537738285,3.5784466881122508,1.7892233440561254,1221.2125420334676,284.29025708616314,362.24230144236213,1077.5606729596598,379498.3476144777,379498.3476144777
12.256344912866584,0.007851403110601167,1.265229804578837,0.6326149022894185,5012.3207283052725,340.4170113958133,993.1920801997969,1176.4904898538193,399040.9969783341,399040.9969783341
12.307556418583948,0.015791081943205006,1.2226388553329692,0.6113194276664846,40749.21867508413,2783.8050168789873,8081.146511252356,9628.674813127182,3293376.119274119,3293376.119274119
17.795818857229246,0.013071528460147622,1.1075408813944896,0.5537704406972448,21014.78260246288,2569.217645791042,4701.827645833481,9422.34387984522,2594805.3096735585,2594805.3096735585
41.422215722346124,0.018388759437836515,2.2446954198353524,1.1223477099176762,25584.927180710038,17926.482996168168,24464.32284433743,69326.88064390396,17429940.872037712,17429940.872037712
39.44922904353271,0.0186309476772819,1.5109370279755163,0.7554685139877582,29257.364180857614,18270.07152102645,23543.719593973867,70605.99176087651,15220054.900996594,15220054.900996594
43.54378732495215,0.012626409052131285,1.594424629363576,0.797212314681788,7444.8095730861205,5873.191175925336,8617.889127073442,22722.59561343083,5032455.147058799,5032455.147058799
8.07607499192454,0.0032544090486889285,1.5444586524159436,0.7722293262079718,374.74868952614406,15.48050903501403,70.46189254476135,48.734522054016544,21755.75339686474,21755.75339686474
34.58968076792448,0.006245144964721347,2.516113697103077,1.2580568485515384,1365.5016317065551,629.7806259493575,739.8563521082044,2425.931478112103,626241.4568829376,626241.4568829376
17.935442721041277,0.003977378834112625,2.3220631271361984,1.1610315635680992,590.3139740569741,73.15912052569385,132.60427228725723,268.5630841549839,80735.33177201086,80735.33177201086
11.0572476292435,0.007805852006241082,3.321617735346075,1.6608088676730375,5005.1516328336875,295.7106109827078,974.0722795734283,1000.8692325123866,623586.2855473909,623586.2855473909
10.211132383120079,0.005632315815715282,1.182102080002882,0.591051040001441,1899.7291060519683,101.51691174898464,365.5946215421627,337.70678724543063,135183.4997899008,135183.4997899008
36.58293619045627,0.01462256013697517,3.233336317007934,1.616668158503967,16107.026514177665,8440.391725555892,10205.583119929981,32565.33117634956,10081867.65220669,10081867.65220669
23.237604485641175,0.01621081688844974,3.7352801411123906,1.8676400705561953,35201.80533014091,7037.972532172121,9574.323803068302,26521.98914920299,10117170.287286546,10117170.287286546
2.1595534212420837,0.015170965284788174,2.956463103931177,1.4782315519655884,39296.76848383173,896.3307947826646,7148.283786856358,2249.385607838796,3070113.123072281,3070113.123072281
24.51102173599873,0.015236450972240214,2.8982788019025385,1.4491394009512693,28206.477672856556,6263.431692482533,8131.729354090762,23700.4146358556,7066365.031331105,7066365.031331105
18.83359926725591,0.005507757482806672,1.3115920040373146,0.6557960020186573,1537.8387020698112,207.74468985708944,354.8616295426674,767.0537283631646,196922.82610549545,196922.82610549545
40.98746598292241,0.012465724777771053,3.289261912288941,1.6446309561444705,8141.760194476843,5563.925005207329,7491.225750744094,21514.561949985356,7066163.8915188825,7066163.8915188825
39.0300339090885,0.007315781103066082,2.853562322143948,1.426781161071974,1806.4367108367053,1100.1423760086595,1402.4304741900892,4250.763704314149,1217708.6227937762,1217708.6227937762
21.38656825157745,0.01721749599086867,3.316566468919368,1.658283234459684,44257.68210228353,7548.079652480115,11157.186343847476,28239.524341187447,10059201.766257321,10059201.766257321
38.00756942344246,0.017881353138492158,2.868556202355821,1.4342781011779104,27645.83902401972,15825.209715336769,19689.394684249004,61113.34088150841,17428929.630085204,17428929.630085204
42.84655250696355,0.014144806639147597,3.4150172122089693,1.7075086061044846,10845.355262984183,8233.841583504953,11783.483001557815,31852.592966307122,11142033.945906473,11142033.945906473
4.424173248654143,0.008033682488301035,3.8677877011622877,1.9338938505811438,5785.946958307436,158.12374610643673,1060.741424261329,434.11835356804113,722768.8110563605,722768.8110563605
33.45550615496508,0.019768436813790438,1.0831079192240676,0.5415539596120338,45345.45963586532,19405.659219563764,22567.705010160702,74666.915403908,15894299.276204105,15894299.276204105
43.9985159715116,0.011813346773104671,3.083583378382379,1.5417916891911896,5955.990397176524,4816.108425614953,7187.188446195275,18633.67191101994,6045431.7549235225,6045431.7549235225
21.80409825178708,0.009229469518946536,3.980665114650983,1.9903325573254915,6745.9993005637225,1193.352452307678,1728.4828382063833,4472.6105656736345,1898591.6910399823,1898591.6910399823
19.50902522083138,0.0047572509950006385,3.4326390767820585,1.7163195383910292,976.1846091671409,140.49404570092904,230.18446532206798,520.7840084481793,203678.51307015473,203678.51307015473
43.84693037452603,0.017248182585233807,2.0029768975659232,1.0014884487829616,18683.910478993268,14984.726008567652,22235.351189103443,57975.649799896826,14043875.654268041,14043875.654268041
37.06344312542076,0.003924108006955902,2.349457368555142,1.174728684277571,304.79253198323374,164.59233405627498,200.7987535948831,635.2503185333171,159248.10199416502,159248.10199416502
27.955946792828488,0.012639789163810703,3.415815499266785,1.7079077496333925,14479.92064856329,4203.880198162737,5009.9009532216105,16042.900679528626,5222002.912243321,5222002.912243321
12.027707202578183,0.005181200988736923,1.0827801632174907,0.5413900816087454,1445.0116887415347,95.59443887956967,285.2906010127796,329.16229321375545,121389.31834564486,121389.31834564486
1.4967192854142486,0.013344832127456786,1.5368437941293767,0.7684218970646883,26782.7714491987,591.2770609857333,4865.848823272846,1455.8528942753042,1177961.6048134852,1177961.6048134852
14.75694100492947,0.016923473818708,2.341358317124947,1.1706791585624734,48284.468790159604,4326.592208253966,10022.372992798693,15451.919116893183,5298437.216714789,5298437.216714789
31.702256464899214,0.008418444124556702,1.478972400946919,0.7394862004734595,3747.979752287395,1424.01987730072,1646.169595897662,5467.8130925148025,1185676.1974993583,1185676.1974993583
17.16662357800749,0.006045575701943688,1.3574063471414883,0.6787031735707442,2105.633193343905,241.94726451402983,463.0031464569876,883.2495898920417,237375.08488891143,237375.08488891143
37.50126025130166,0.00781908572511724,3.8370781757384833,1.9185390878692417,2364.8069156434985,1312.1884998188882,1614.9367085522463,5065.8536882806675,1848592.5292722885,1848592.5292722885
5.795861865551727,0.014625243145148438,3.048803660917409,1.5244018304587046,34631.438692272335,1094.3289038188186,6397.07685850669,3180.4212976505964,3083193.6675076853,3083193.6675076853
2.8030055113894523,0.010158904048004486,3.198033690301953,1.5990168451509765,11777.915792496535,280.02381782507183,2146.00763362,718.963468516785,1047584.4339516294,1047584.4339516294
42.63257209626201,0.01735321711809727,3.7929982658329244,1.8964991329164622,20243.65118036534,15187.317921404283,21573.380752296027,58749.932297459745,22785132.47580141,22785132.47580141
22.60127767466442,0.00798586536781217,1.5124926347901018,0.7562463173950509,4280.703546855539,811.0561200092204,1132.9767658942178,3049.3690678942403,721770.5207587574,721770.5207587574
31.805957918656603,0.003279546520031618,2.3386999354353506,1.1693499677176753,220.7217855146071,84.46381919741344,97.64165478882629,324.35981010824577,80566.54794179556,80566.54794179556
7.822837462912561,0.01577160087170331,2.997173201878608,1.498586600939304,42751.308149908335,1712.9326988525813,8019.721590276611,5350.754429245277,4012173.0470871236,4012173.0470871236
21.406386158410367,0.011734990984924873,1.6198657491982633,0.8099328745991317,14005.947295336096,2392.8634007369656,3533.5256975466136,8953.159931770104,2179521.238062764,2179521.238062764
10.697421274886475,0.01710011111665516,2.7220159618434256,1.3610079809217128,52856.68809317495,2992.8576464631947,10236.25123647087,10058.305715301467,5100488.46449398,5100488.46449398
34.60858329756226,0.012336614550050137,2.536326983565991,1.2681634917829956,10517.542931471708,4856.765194207665,5706.84153859038,18708.713404880236,4851707.389247809,4851707.389247809
11.47601043058919,0.0155854965256551,3.798783207642386,1.899391603821193,39625.096322845086,2458.9018969804874,7757.980491969772,8387.141111684457,6046741.584507075,6046741.584507075
32.64924972614765,0.011972087299939699,3.4222965528443394,1.7111482764221697,10396.589196710547,4214.470384812876,4880.383698855053,16201.349166700049,5182790.7956906,5182790.7956906
20.423662165590343,0.008397716052567283,1.8169375843874445,0.9084687921937222,5256.962259347755,822.7423336299864,1279.0096793972011,3064.3848968842735,778426.7666976769,778426.7666976769
3.9031113049150097,0.004120463939926412,2.165474343080291,1.0827371715401455,782.6039704004154,20.35652007438409,143.14642219657287,54.65999401854662,43327.51265268179,43327.51265268179
6.237384844427648,0.010995920904044576,3.8749621355184205,1.9374810677592103,14673.7316614076,487.5052979722482,2718.412908579928,1441.3450814289954,1916105.2100082603,1916105.2100082603
6.07429292996926,0.012315009090919045,3.4299523627753876,1.7149761813876938,20637.029037701122,672.9529468014471,3818.941060543908,1977.2319949879557,2208312.6472743065,2208312.6472743065
