theta_base_deg,total_thickness_m,aspect_ratio,a_m,D11_Nm,D12_Nm,D22_Nm,D66_Nm,critical_load_N_per_m,critical_load_clean_N_per_m
35.140675445660975,0.008860601752748148,3.485912925121973,1.7429564625609866,3811.65747856708,1822.0012972486347,2154.635059710414,7021.849243539255,2372321.3269266924,2298722.247049628
16.06057986473707,0.0193181948076573,2.0687195641561242,1.0343597820780621,70175.31699356153,7209.713444430874,15002.357015854699,26080.52427920657,8105087.803786029,7869756.179704382
36.83611819295138,0.01829338419274023,1.1282898142104232,0.5641449071052116,31189.891485795866,16605.662459625073,20171.297384411177,64080.42443790911,13436304.620309286,13411300.585812239
3.6237558715527527,0.01935662663644945,2.225546012393222,1.112773006196611,81229.29883283928,2061.0655976462667,14841.272894611177,5469.437767022917,4502272.220765952,4575918.18303148
14.649018372315375,0.010359743108757688,3.6145079081756437,1.8072539540878219,11096.326182540997,982.8718763423866,2298.029679757563,3506.0914297203244,1740292.0187757371,1850055.0372049275
9.075479466038253,0.006338783143451908,1.6432928230866741,0.8216464115433371,2742.132547463316,127.82231175751508,520.7811692719642,413.8432051811352,165803.80493849382,171051.72298592163
11.303890705145113,0.0077742574340906746,2.6104579603212548,1.3052289801606274,4929.023555080062,299.77197385074015,962.6150960722073,1019.3153891633972,473720.5913476237,472156.0400052037
27.60617259499191,0.014365498709432168,1.6545473540824913,0.8272736770412457,21502.329270534032,6080.943259675259,7290.997844014284,23189.523418324792,5248012.181877688,5240125.838418694
39.46182490736963,0.004867621073437305,2.5331509856961625,1.2665754928480812,521.4631022198622,325.8773294911759,420.0815235917752,1259.383089614927,324650.6629480386,334230.33914373757
3.9399665972671727,0.004184675416515139,3.9846781073486777,1.9923390536743388,819.6294176412982,21.39149728805819,149.94159510240678,57.52896903671683,100437.34406175911,106798.67464566519
23.133721989490734,0.014298351957103089,1.3315866591682073,0.6657933295841036,24223.157725943314,4800.9653773541995,6558.510690846383,18085.442681495337,3947566.941862482,4233430.345141913
0.7304293756405589,0.013583808283792754,1.30336970095725,0.651684850478625,28274.99613565183,609.6455239021013,5132.460612309044,1479.5985607330813,1377337.7810861685,1283085.5538147772
7.166471373858794,0.014553852306178585,1.8479799838761748,0.9239899919380874,33782.724035439234,1251.3217435442243,6302.0164480481235,3825.83459643467,1914211.7745420374,1943124.6511760196
37.18143760685927,0.005569829855286421,3.449725873686392,1.724862936843196,867.0390807454914,471.6637092251344,576.7458500205119,1820.54405305511,558264.1215144857,598571.2527740638
3.688967970671068,0.009231896553977737,3.92079455369264,1.96039727684632,8810.053514580666,224.8153512509494,1610.0734425968826,598.2247992792372,1100918.1645511978,1111976.470797993
2.1578917485121503,0.019632956686452728,2.7211029179036688,1.3605514589518344,85167.9302457698,1942.4339793942402,15492.426083502223,4874.368748432663,5756166.760342129,5905845.667881085
33.85276289784406,0.01792160776572945,3.4441015967266657,1.7220507983633329,33253.51126079045,14611.577338710315,17043.628148032873,56244.00455951545,18569857.1400419,18127356.136957005
14.621903660781555,0.018784431956898377,2.3469248860995013,1.1734624430497507,66179.70697552139,5844.920282923297,13697.934671968194,20843.7309382038,7110534.315869617,7205949.597121347
25.764201926231564,0.005687620376756131,3.599631907854354,1.799815953927177,1413.9606763972877,347.02419683983214,433.77631196754095,1317.702352833035,465295.6303207446,461683.2549051175
21.31741027047463,0.011203065438207932,1.9374784389323945,0.9687392194661972,12213.388699990854,2070.3173805729957,3070.8273293225843,7743.300661186902,1796294.7973946205,1969766.3979794786
